课程名称,课程ID,课程学分,结业条件
解读压力与情绪,1ef5c43ac686739a5bcd63c866a14d93,2,课后测试
压力管理的技巧,7cf070f7c766a42212e18dc8092501a2,2,课后测试
金字塔原理：思考、表达和解决问题的逻辑,7627ac159b8ec672411cfe665b332894,2,课后测试
如何纵向搭建金字塔结构,4ffc83ddca4494a8658d768926f49b55,2,课后测试
如何横向搭建金字塔结构,331f76cc11fb34e85a4aea0e7d001d8e,1,课后测试
金字塔结构在商务写作中的应用,ee2bae08373952430c83a313fda3318a,1,课后测试
开放经济理论,661fe71c5b3df16b231145fb6f88aa43,1,课后测试
宏观经济政策解读,fa1b81e0b3494c1f09f7363b13d6c276,1,课后测试
通货膨胀理论,6c162f443b6d2f03d0b972ba02dfe047,1,课后测试
失业理论,107ba40411691b6ca1589ad867b52515,1,课程评估
长期经济增长理论,21c49d8296ceb6a300a2b98d16670ce1,1,课程评估
收入分配理论,2daa09fee035ca68784df8f18571e15c,1,课后测试
市场结构理论,a803e3ea7468a77d3a7a4ce6aa092bfb,1,课后测试
衡量宏观经济的三大指标,edafeabb68a69ca2696ec1b082a8e5fa,1,课后测试
政府职能及实现途径,60295460afc208c25acdc22d590bda49,1,课后测试
整体经济运行分析,03f8ae05e09247008935b02be585f4a1,1,课程评估
市场交易理论,d9a08483d9d3ef50bd32775bb1205965,1,课程评估
微观经济的行为主体,3a78045aabebacceedf78c9194ed435d,1,课程评估
价格机制,6fb2e3ae9a7aff59f12931653f27b139,1,课程评估
人们如何做决策,8725b9da0135d56310412ff31fd359e4,1,课程评估
如何设定职业锚,1afac52f18a4ab1b0e7d9f2b27fdf6f5,1,课程评估
商道三国—管理篇,12f4c1036f54234cf734cfe47c30a845,4,课程评估
商道三国—经营篇,8d3dfb2ab5a1bf1483d9abe3454fb55a,7,课程评估
如何提升职场沟通能力,8939e4eb75c8ab0512a96a448f69fd5a,1,课后测试
个人职业生涯规划十步曲,ae9b8bf237e99f6cfe7ab35ca5edf5cd,1,课后测试
何为职业化,be2ec298d7cfd7734214744f7b4792a9,1,课程评估
如何成为优秀职业人,ee3f582600594e1219702b5966a2ea80,1,课程评估
如何写授权委托书,baca0298706046e13a2ed08cbb5b2faa,0.5,课程评估
如何写催款函,fe394f8b966718520886e527011ef30a,0.5,课程评估
如何撰写市场决策报告,1d992b6518f42175ecaf28b1b51d1fe2,0.5,课程评估
如何撰写市场预测报告,bd09b3eaaa17e75ccd93897a605795d0,0.5,课程评估
如何写报告,396f5b4b55df52030c87fa9736d1e8c4,0.5,课程评估
如何写请示,9e028266561afb4d8d333af12062375e,0.5,课程评估
如何写决定,c23ac97df31878bbbe46d7803798111d,0.5,课程评估
如何写通报,7d923a142501956902b506d2bbb4eac4,0.5,课程评估
如何写工作总结,f3911e34d2e63c3a2209cdd7f470af22,0.5,课程评估
办公室健康与安全常识,6fa0afc1db2951e8c9480a41b62ee5d2,1,课程评估
领导拒绝下属的方法,d63e113815cc7c1e027a03816ddb9dc5,0.5,课程评估
谈判类型与内部冲突成因,b6c20489e595374ca0f0d65fd2636767,0.5,课程评估
如何撰写市场调查报告,82ea2b486bc5078662926c128f65d730,0.5,课程评估
中层干部领导力突破,85b21ba7d15f97971d9bfbe47a8b5496,2,课后测试
中层干部如何树立威信,a576c2f78de551955bcc94c27d527e7b,3,课程评估
如何运用EXCEL进行数据管理,7ff070e93666f46470c742dfc75f9697,2,课后测试
如何运用EXCEL进行数据分析,b979481fc7da1456cecee3a7a67c7a95,2,课后测试
如何运用EXCEL进行数据运算,da41ce62d93ac48229b497bde6e6c5ba,2,课后测试
公务出国出行指南,9447f6fe6261c9500b18afeb336f1a95,5,课程评估
沟通中如何反馈,bcb35a2ffd2285bac9733fc388024adb,0.5,课程评估
沟通中如何倾听,a007b1251e025af33b6ba61d63e83065,0.5,课程评估
沟通中如何表达,a4579749038ab39ed1507cc300ae5493,1,课程评估
配送物流管理,c1271a552ce7f487be8a89475cf83496,1,课后测试
树立成功思维预防职场冲突,6e268e4d6490ce76f6da02b257e9b47f,1,课程评估
如何正确认识职场冲突,750cea30a0acc36394b44c2873cbc3ae,0.5,课程评估
如何化解职场冲突,d3b6a4f5948a275ca222dd2669eb2810,1,课程评估
职场冲突管理,425b92246dc625730964c84aee7b4979,0.5,课程评估
管理者的自我管理,1ec51bb8ca50beb79d0fef67bdb4556c,0.5,课程评估
如何带队伍管人心,bf3de30e45d32b9cb6064af10d1551f5,2,课后测试
管理者的价值与评价标准,ad4a82e1106395835c6a90bc33fb2188,1,课程评估
商务沟通20法（上）,10d4669979065f1bcb17ca9e50985bff,2,课程评估
商务沟通20法（下）,4f5d5c99a481f1b3a858551abc41dc23,2,课后测试
如何开展职业健康安全教育与培训,83905c87540fdb44889abe5cbfff0641,0.5,课程评估
个人职业道德,bae8aa152f248da277ec5ae38a4d96a6,1,课程评估
策略思考与规划,21aacc88fba3c0392e6bb29c88bbc320,2,课程评估
目标管理与控制,559dd5b8ad427e4e5c6b4fd5ba3ab477,1,课程评估
行政工作统筹管理,8111a10530c1f009dec3c909d9d4ac34,1,课程评估
团队协作及沟通,7e48e7a989850c268ae1d98a26df3310,2,课程评估
如何激励员工工作热情,1a163bc3ea4ff76e9e15b6d92c03b6f4,1,课程评估
中高层干部的压力管理,46c2c4bd9a980cfd65fe03489a1e7fe1,2,课程评估
个人理财技巧（2）,74bf18a85866bc1045b9910be76920d0,2,课程评估
公众演讲与领导口才提升,17d3a49a3ccf4a9ede1dfcbe2b732e97,2,课程评估
企业危机应对计划,2d6ddf94f594c10b7c7812ac4831ae50,1,课后测试
品牌建设的三大难题,8d20b3ac52e14bea6916eadb3addff78,1,课程评估
危机公关与媒体应对策略,6417760134344942584725b214daccbe,1,课后测试
危机管理价值观的建立,682db501823a78133f03a70c3c8b9f19,1,课后测试
危机的形成与分类管理,b7b6df189e737eabd37ee2169c0a59a5,1,课后测试
危机领导力的培养与建立,556bb7df8663e9435da8a969e0ab2b81,1,课后测试
如何做好区域市场的推广活动,b956095e559bd2f958e06b29d1bf3ada,0.5,课程评估
区域市场解读与策略规划,f4eb3320b8f8fd24aebe66b4e42d7e6c,2,课后测试
如何做好经销商的开发与维护,1c45eb23eb25b35fa37b4c1883983aed,1,课后测试
区域市场运作的认知与思考,b48aac777d657231560dfba9b00856a7,0.5,课后测试
品牌低成本传播策略之价值分享策略,MAM020303,1.5,课后测试
品牌传播的三大误区,475fe9f9396ddfeb1b9fd0c50a88aedf,1.5,课程评估
如何有效管理区域市场秩序,5536cee8d3f4134d49ad9f38a0de7f78,0.5,课程评估
品牌低成本传播策略之故事传播策略,40d62b6aad1e6c31d036e4792e53b4d0,1,课后测试
如何做好区域市场平台建设与管理,2035fe681343b1dec018c778e65dcfba,1,课后测试
团队EQ建立共识,117a3f3f2eceabdf08dd33122d1ad126,1,课程评估
主管的团队EQ运作,3254fabb3d0db6974345edcb358962f8,1,课程评估
如何与客户沟通,d2171ba9e5346991126074330471ee13,1,课程评估
如何与爱人沟通,3f5176d579e6bea797c8db1721107a7d,1,课程评估
演讲前的准备,e7a8fd06cd8500478ca395e52cf7d6fc,1,课后测试
与领导相处之道,dc2e2ca69999748b1b14a0b85002c272,1,课程评估
演讲如何克服紧张情绪,2ed9208140ceeec63fce43ad0d5cb9bf,1,课后测试
如何与下属及同事沟通,7c747cd4b6b7a46010b7b9623d2d541e,1,课程评估
沟通中如何“软化”肢体语言,ab38273c89c98fae496456cfbd8ca446,1,课程评估
沟通中如何表达自己的观点,815bd4270901e0052c685b682ce4b1b7,1,课程评估
演讲如何结尾,aed2fbc0ab0845290daea59637d0ab5d,1,课后测试
沟通中如何控制“情绪效应”,1d9a7e81192a8dcf67e51483184a0f9c,1,课程评估
沟通中如何激发对方兴趣,d6defa4a26a0405f91f205cac0e4561e,1,课程评估
如何做即兴演讲与发言,cf67ca0fa2c131d79fd4cc9d65cfd983,1,课后测试
演讲如何开场,f2aeb99dadd5f80c014a39bef9bb712f,1,课程评估
如何设计演讲思路,adcc51e3acbcbfb73cd00fd1b8a1d27f,2,课后测试
沟通中潜藏的人性心理学,4e9386126a04f471c1ef7df1a12575e2,2,课程评估
演讲控场与互动技巧,975200b973f2213fb5a5c8d9f27563e4,1,课程评估
台上演讲的基本功,b88520fe34ebfa8afc3a8e756f6c48dd,1,课后测试
演讲如何运用有声与态势语言,3488ed8fcffc62cdca9aea5cfcd38b24,1,课后测试
如何使计划富有成效,5997c0474cb3c0ff6763f9093eff6369,0.5,课程评估
如何掌握调整计划的方式及方法,089e7c9675e835515896027685ba4ad1,0.5,课程评估
如何制定个人工作计划,06d20fcea78900f164d22c5fe9d28931,0.5,课程评估
如何制定人力资源计划,78495aef50e07f51f4c913f8ec16c71b,0.5,课程评估
如何制定财务计划,09a58384da94c262bcedbd0487ba8cb2,0.5,课程评估
如何制定年度经营计划,98adc28044fc4aff693aaf1b3e7f4e85,0.5,课程评估
如何考虑派生计划的制定,60668ff7a6c39eb35e0922f1df61442e,0.5,课程评估
如何拟订工作计划备选方案,0caef54b9d68bd8118f6dc9d25077eb8,0.5,课程评估
如何确定计划前提条件,198b3a659459648cacf232c62e379291,0.5,课程评估
如何有效地设定目标,cff7e168e9c164fabccdc377af87b810,0.5,课程评估
如何运用网络计划法制定工作计划,87116e4dc03844629cdfce00eceeff9b,0.5,课程评估
如何运用甘特图制定工作计划,f7d0e00604244ac49392ca25d9790fd4,0.5,课程评估
如何运用滚动计划法制定工作计划,e193eb99bf203a5979fe2f4d0f712540,0.5,课程评估
如何运用德尔菲法制定工作计划,4485ed1900420d753063e04c32370d7d,0.5,课程评估
如何运用头脑风暴法制定工作计划,ead0947774def3d446e6ca9e14c18b16,0.5,课程评估
如何运用专家会议法制定工作计划,b9c16caad7e6ea32bc1ab09ed7dbf007,0.5,课程评估
如何运用目标管理法制定工作计划,dba6b90f37273c140872cb66210d82f2,0.5,课程评估
如何设计工作计划表格,0abfff261f3c3892d02c9165e9b26b62,0.5,课程评估
如何设计工作计划指标,b2bd224506aecf888002ba868d2689b2,0.5,课程评估
如何掌握工作计划的内容与类型,3f60729dbfb665c829ed2d5e45abc437,0.5,课程评估
如何认识计划的重要性,6201878819f19eb00182b4f15f71b74e,0.5,课程评估
80、90后员工的正确职场心态,9abb1aafbe81676b9d9eda9895454a09,2,课后测试
PPT商务简报制作如何做到简明意会,6b6c70a9f144e115553a3acedfee7d94,3,课程评估
PPT商务简报演示如何做到简而不凡,7420ee8dece97cc8b86e86c488ad648f,1,课程评估
PPT商务简报中动画制作与设计技巧,f760ae6483fa8f3752fd43703ece8d15,1,课程评估
领导效果不佳的原因分析,0dd3db8462ae7cb1cee75f2a51788d3f,1,课程评估
经理人领导过程中要注意的问题,b2212853f8b258d7e69dad08a828213a,2,课程评估
职业化素质的层次,bd3dbd09bd2704a4c100daa69f3fc9a3,1.5,课后测试
职业精神的内涵,b2b1a20aefddd6c3b6954e222e25fa15,0.5,课程评估
职业化的必要性,8d4eb600297792661792f13e027a78c4,1,课程评估
仪表礼仪,d868ab93555d0dcc3a62917de3f3047c,1,课程评估
仪态礼仪,a3efe3d85700266980d9a1b28eff5fe7,1,课程评估
谈吐礼仪,375ebaf1478e1c1e5e948bf29c785cbe,1,课程评估
仪容礼仪,106cc75bed40a2dabdd4d0099bb9c993,1,课程评估
如何做到知己解彼,107ddadd51b4fdf57d94883a91a41d17,1,课程评估
如何培养双赢思维,bf78489db94f3d81c8782496d9953706,1,课程评估
如何养成积极主动的习惯,9555109d1cfd312a6ca04b055dfa8a9d,1,课程评估
如何养成要事第一的习惯,63e96874c7c6ef6c7bd1243a365346b2,1,课程评估
如何养成以终为始的习惯,a926d0be63e0490a746c8e5b5c22b660,1,课程评估
企业微博运营技巧,37c2b3dcd8a82391c39833fc182a61c5,1,课程评估
销售渠道创新的思路及动作,0602be68acda701ce2385985bd0ece4d,1,课程评估
如何做好渠道日常拜访管理,c00cc9a6ef20b9273668fb9f29b33516,1,课程评估
三四级市场的营销原则与运作模式,190692c1f73e4b058add27bdc73c9a51,0.5,课后测试
三四级市场布局与营销策略规划,d3191bb568a701bd3e746c5d08bb6a38,1.5,课后测试
三四级市场运作难点,80e6d4534b75bbf74f24e98a0785b233,0.5,课后测试
三四级市场系统解读,2cc3b252d2db6edfa18335950e21b346,0.5,课程评估
三四级市场运作的关键环节,cb93a71c37d587c1777143926a5ee37a,2,课后测试
三四级市场营销组织体系的运行保障,4ca702636c70951444b645a075312855,1,课后测试
中层管理者的现状与内伤,13f2db495bdc0585eba53deeb482e80e,1,课后测试
如何带领下属取得好业绩,47a04009af8128df92ac062da2ce63cf,1.5,课后测试
如何与其他中层管理者共事,912db38653c228ca2aa9fcb5e4d355e9,1,课程评估
领导者心智模式建设的方法（一）,5992d6f0f1037cfc1661c2a75f8f2fe6,1.5,课程评估
领导者心智模式建设的方法（二）,dd0a025ab275654526c85a87fa6fc3fd,1.5,课后测试
新晋管理人员的沟通技巧,ee9c3ecd3e153b0468e63b5ca826cd3e,1,课后测试
新晋管理人员的职业心态,3679c44dc1296dfa01906f2a7a6dff5a,1,课程评估
新晋管理人员领导力提升,b752bd92773f132be954f020534811d6,1,课后测试
管理者的道、法、术,21aa2ed384e17fd54dd1bb923a177812,1,课后测试
如何释放压力,0628ed085a24cb0dd32fc292b319646f,1.5,课程评估
如何控制情绪,28a4ff065e1191a256bd6f0d3b59189e,0.5,课程评估
如何解读情绪,33755c43f29a106ef129c7cc4054fafa,1,课程评估
压力管理秘诀,1810124a9e3e73e53f53e0c9097b2dde,2.5,课程评估
演说实务,ea230ea980d6271cec90dad37661938d,1,课后测试
商业智慧,8ea256d74097b268eaf8e5913f63033b,3,课程评估
总裁公众演说魅力,caf18ea50afb418e5d7f990107f26c2f,6,课程评估
沟通的基本方法,898c4e1988a46e65b4c9b023a39a6afc,1,课程评估
沟通的基本原理,efe54056b626deed2c9e7ba7d48bbfe9,1,课后测试
如何运用同理心沟通技巧,2a6800b04b9d1d2084babc76791d6b00,1,课后测试
如何克服沟通的障碍,39fbd7459c4dc191e912295b92404564,1,课程评估
如何进行上下级组织沟通,2aab574914f7595bda6f7d61782a00b5,1,课后测试
如何进行高效的人际沟通,147f00bde78880e54fd4ca3c4c07d6f5,1,课后测试
职场成功者的亲子关系,73f402ae2c82835d7d607afc05a564db,6,课程评估
顺应自然来养生,031e3d7769d79bacf990a0630d16d45f,6,课程评估
会后跟进要点,4179702e1c80f069da5bf5a8c2582043,0.5,课程评估
会议决策达成方法,7317ae54acd0773c6fe496099c4e53be,0.5,课程评估
如何做好会议记录,cd5ba3fa44ff2e82526a9b3746abe543,0.5,课程评估
与会者参会技巧,d06d5c63681c69d09be232e86387d835,0.5,课程评估
品牌运营与厂商共赢的重要性,9fb6df4ddfb76b293a5451372f6c1d73,1,课程评估
中层管理者的角色认知,4be235ea201d8fb083995fd4cad2fea2,1,课后测试
中层管理者的时间管理,0fcc8f4b3f2879907e888300c7b76db6,1,课程评估
如何经营团队,1460ee297ea3911fe1b8068e80891612,1.5,课后测试
增量市场拓展策略,0ded2d4f856c252a2119b1b2905b895b,0.5,课程评估
挖掘老客户潜在价值：存量市场深耕,8a85eadd89d2ae420afbb1795c4ec3d8,2,课后测试
职业生涯与企业发展,ef9b8eb405233a5c5e79a9a766357406,1,课程评估
职业生涯与沟通能力,919dabad008eb76520e9cf628a3a118f,0.5,课程评估
职业生涯与心态塑造,3f092f2dabd10c07d250e47861b39925,0.5,课程评估
职业生涯与条件创造,45e797545db7ed37df4b20f2305ade26,0.5,课程评估
职业生涯与人生目标,47c30a509b8cc8003fa293941eecefc8,0.5,课程评估
职业生涯与职业素质,9b57ee1333fb2ce84d7d140b7fdb528f,0.5,课程评估
恩格尔系数,1d6a6d610b5ccac467c5394518017c30,0.5,课程评估
木桶理论,feb30f76cf3e748633435e602add8674,0.5,课程评估
二八法则,98d48d2a9db0cdbc289815611f5d5c38,0.5,课程评估
蝴蝶效应,2bbb0858ed3fc3a7dda3767246dd35d2,0.5,课程评估
鲶鱼效应,8850af3d7d23bce78d65f55103418b4b,0.5,课程评估
马太效应,dbcdca2fea6f1d01dc517e50405a7a5d,0.5,课程评估
节俭悖论,f950b7e04a8efa59c9d384af3d2a9a78,0.5,课程评估
CPI：消费者物价指数,45ff6e6f042c0c3e701c9b4d1f1a2ae3,0.5,课程评估
中层干部在组织中的定位,fec258677dec7e998c868b894fa9e4c2,1,课后测试
中层干部如何得到领导认可,b8b48604d92dcc5403ab7f9ae8414927,1,课后测试
中层干部如何获得同僚支持,c45bb97259e6842058985972162bad68,1,课后测试
中层干部如何激励下属,bcbc138a40b1a217448f5da1290805e7,1,课后测试
中层干部如何辅导下属,a90be22c4b679b4d73a26ea55eedf6b5,1,课后测试
中层干部如何带团队,53b5965bc0a513f444fb91088efb14cf,1,课后测试
技术型管理者的自我成长之路,68ab6308cd71940cb693fadee766e3c6,1,课后测试
技术型管理者的自我突破之路,760ac43ae8359447ad88704220404810,1,课后测试
怎样识人不走眼,c9e3d6e745073176fd94ae49267663ab,4,课程评估
思维方式决定人生结果,e31e38491a2df695595155b576c5b6c1,2,课后测试
别把环境当借口,efabd5f072ace810386784d0681d229a,1,课程评估
如何了解个人职业天赋,6efec60a873cf8b611048b415f549b87,2,课程评估
如何与上司有效沟通,551cc119228ba3ec316e1b1ca4c9acbe,1,课后测试
如何向上司汇报,8116509d999fb4e283788ab5366dc7b2,1,课后测试
说服要发挥的五个效应,fa2274fe045a967251cc9fb056d175ea,1,课后测试
说服要搞好的四个结合,866dd886f856e3d5da42adccebf3b699,1,课后测试
说服要坚持的三个原则,dbf79460d2f9a667239acdcc73118013,1,课后测试
有效沟通的两个条件,995dd9532532b3dedb1824523e8e7383,1,课后测试
如何进行水平沟通,0bf22f53bbd850a092847a979b531414,1,课后测试
如何与同为经理人的同事打交道,484a27bc1f9b4f5f75a2280281a283d9,1,课后测试
如何处理团队冲突,26e6056f0fb938803f9714690c2e320f,1,课后测试
懂心理学营造健康的人际关系,5e1a6e3531ffa1be35c6015a285af500,1,课后测试
懂心理学应对突发危机事件,ed25d718971b14731a053693b6899085,1,课后测试
培育与教导下属的流程,0ea6e5b13c6e49163d6c295ac86d285f,1,课程评估
培育与教导下属的方法,4d29bc266533e795e99b692147a30ef7,1,课程评估
职责的定义,f360153b43d5c40e235a8042e7aecccb,1,课后测试
岗位分析的三种经典方法,6fc3b15ce1a42a914e7a033a674997d5,0.5,课程评估
如何正确认知岗位分析,faf14964c900130df2bdcbb978a98ab7,0.5,课程评估
如何设计岗位说明书,93f3ff62aab5a1d103eba9721a88bf40,1,课程评估
如何让下属有效执行,f4a6888e0ab1e3effac01f64b706fb48,2,课后测试
时间管理降龙18掌,56272b511366f325d98ee3d8b74d1900,1,课程评估
